ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10610,0,0,0,0,0,0,0,0,0,0
10611,34,0,6,27,0,31,0,20,0,19
10612,0,0,0,0,0,8,0,10,0,0
10613,38,0,0,0,0,4,0,0,0,0
10614,42,0,0,0,0,0,28,0,5,0
10615,0,0,8,0,26,0,9,14,0,34
10616,0,0,0,0,0,0,0,0,0,0
10617,0,0,0,0,0,0,0,0,0,0
10618,0,0,0,0,0,0,0,0,0,0
10619,0,0,0,0,0,0,0,0,0,0
10620,0,0,0,0,0,0,0,0,0,0
10622,4,11,4,4,23,4,4,4,4,11
10623,0,20,0,14,0,0,11,0,0,0
10624,30,30,30,30,30,30,30,30,30,30
10625,23,0,9,11,11,0,17,7,8,0
10626,0,0,0,0,0,0,0,28,0,0
10627,19,19,19,19,19,19,19,19,19,19
10628,0,0,0,0,0,0,0,0,0,0
10629,0,0,0,0,0,0,0,0,0,0
10630,11,11,11,11,11,11,11,11,11,11
10631,19,19,19,19,20,19,19,19,19,19
10632,31,31,31,31,31,31,31,31,31,31
10633,0,0,0,0,0,0,0,0,0,0
10634,0,0,17,0,0,0,29,0,51,11
10635,23,23,23,23,23,23,23,23,23,23
10636,0,0,0,0,0,0,0,0,0,0
10637,0,0,0,0,0,0,0,0,0,0
10638,0,0,0,0,0,0,0,0,0,0
10639,17,17,17,17,17,17,17,17,17,17
10640,10,10,14,10,12,10,21,10,10,10
10641,0,0,0,0,0,0,0,0,0,0
10642,14,0,0,0,26,0,0,0,0,0
10643,0,0,0,0,0,0,0,0,0,0
10644,4,4,4,4,4,4,4,4,4,4
10645,0,0,0,0,0,0,0,0,0,0
10646,28,28,28,28,28,28,28,28,28,28
10647,0,0,0,0,0,0,0,0,0,0
10648,0,0,0,9,0,0,0,0,0,0
10649,19,16,24,11,22,15,18,14,11,30
10650,0,0,0,0,0,0,0,0,0,0
10651,25,25,25,25,25,25,25,25,25,25
10652,9,9,9,9,9,9,9,9,9,9
10653,0,27,0,0,0,0,0,0,0,0
10654,34,34,34,34,34,34,34,34,34,34
10655,15,15,15,15,15,15,15,15,15,15
10656,0,0,0,0,0,0,0,0,0,0
10657,0,0,0,0,0,0,0,0,0,0
10658,18,0,11,0,0,18,0,19,0,19
10659,0,0,0,0,0,0,0,0,0,0
10660,0,0,0,0,0,0,0,0,0,0
10661,21,24,21,14,26,30,9,48,9,15
10662,0,0,0,0,0,0,0,0,0,0
10663,16,16,16,16,16,16,16,16,16,16
10664,3,3,3,3,3,3,3,3,3,3
10665,0,28,0,0,0,10,0,0,0,21
10666,0,0,0,0,0,0,0,0,0,0
10667,9,9,9,9,9,9,9,9,9,9
10668,0,0,0,0,0,0,0,0,0,0
10669,2,2,2,2,2,2,2,2,2,2
10670,0,0,0,0,0,0,0,0,0,0
10671,24,24,24,24,24,24,24,24,24,24
10672,22,22,22,22,22,22,22,22,22,22
10673,0,0,0,0,0,0,0,0,0,0
10674,0,0,0,0,0,0,0,0,0,0
10675,24,24,24,24,24,24,24,24,24,24
10676,23,23,23,23,23,23,23,23,23,23
10677,0,0,0,0,0,0,0,0,0,0
10678,18,18,18,18,18,18,18,18,18,18
10679,0,0,0,0,0,0,0,0,0,0
10680,0,0,0,0,0,0,0,0,0,0
10681,18,18,18,18,18,18,18,18,18,18
10682,18,18,18,18,18,18,18,18,18,18
10683,15,0,25,0,25,0,10,0,0,0
10684,0,0,0,0,0,0,0,0,0,0
10685,20,20,20,20,20,20,20,20,20,20
10686,30,24,18,0,0,0,8,23,29,0
10687,0,0,0,0,0,0,0,0,0,0
10688,0,0,0,0,0,0,0,0,0,0
10689,0,0,0,0,0,0,0,0,0,0
10690,16,16,16,16,16,16,16,16,16,16
10691,0,0,0,0,0,0,0,0,24,0
10692,24,0,26,17,0,0,0,0,0,17
10693,22,0,29,8,18,12,18,20,26,20
10694,11,11,11,11,12,11,11,11,11,20
10695,37,37,37,37,37,37,37,37,37,37
10696,16,16,16,16,16,16,16,16,16,16
10697,0,0,0,0,0,0,0,0,0,0
10698,0,0,0,0,0,0,0,0,0,0
10699,16,16,16,16,16,16,16,16,16,16
10700,0,0,0,0,0,0,0,0,0,0
10701,0,0,15,0,37,0,31,0,39,0
10702,0,0,0,0,0,0,0,0,0,0
10703,0,0,0,0,0,0,0,0,0,0
10704,0,0,0,0,0,0,0,0,0,0
10705,0,0,0,0,0,13,0,15,0,0
10706,0,0,0,0,0,5,10,0,0,0
10707,0,0,0,0,0,0,0,0,0,0
10708,0,0,0,0,0,0,0,0,0,0
10709,0,0,0,26,5,12,0,0,0,16
10710,0,0,0,0,0,0,0,0,0,0
10711,0,0,0,0,0,0,0,0,0,0
10712,0,0,0,0,20,0,0,0,0,0
10713,13,13,13,13,13,13,13,13,13,13
10714,0,0,0,0,0,0,0,0,16,0
10715,0,0,0,0,0,0,0,0,0,0
10716,8,0,0,0,0,5,23,8,11,0
10717,0,0,0,0,0,0,0,0,0,0
10718,1,1,1,1,1,1,1,1,1,1
10719,0,0,0,17,0,0,0,0,0,0
10720,0,0,0,0,0,0,0,0,0,0
10721,0,0,0,0,0,0,0,0,12,0
10722,0,0,0,6,0,0,0,0,0,0
10723,0,0,0,15,0,11,0,16,0,0
10724,14,0,0,0,0,0,0,0,0,0
10725,1,1,1,1,1,1,1,1,1,1
10726,0,0,0,0,0,0,0,0,0,0
10727,0,0,0,0,0,0,0,0,0,0
10728,0,0,0,0,0,0,0,0,8,14
10729,0,0,0,0,0,0,0,0,0,0
10730,0,0,0,0,0,0,0,0,0,0
10731,0,0,0,0,0,0,0,0,0,0
10732,0,0,0,0,0,0,0,0,0,0
10733,17,23,18,11,0,7,0,0,0,13
10734,22,0,0,22,0,22,22,0,15,27
10735,0,27,38,13,0,18,19,13,13,0
10736,0,0,0,0,0,0,0,0,0,0
10737,0,0,0,0,0,0,0,0,0,26
10738,0,0,0,0,0,0,0,0,0,0
10739,0,0,0,0,0,0,0,0,0,0
10740,2,2,2,2,2,2,2,2,2,2
10741,2,2,2,2,2,2,2,2,2,2
10742,0,0,0,0,0,0,0,0,0,0
10743,0,0,0,0,12,0,0,0,0,0
10744,28,0,14,0,15,0,0,0,0,0
10745,10,10,10,10,10,10,10,10,10,10
10746,0,0,0,0,0,0,20,0,0,0
10747,0,0,0,0,0,0,0,0,0,0
10748,0,0,0,0,0,0,0,0,0,0
10749,10,0,0,0,0,0,0,0,0,0
10751,0,0,0,0,0,0,0,0,0,0
10752,0,0,21,5,49,13,0,16,11,13
10753,0,0,0,0,0,0,0,0,0,0
10754,0,0,0,0,0,0,0,0,0,0
10755,0,0,0,0,0,0,0,0,13,0
10756,18,11,0,0,0,37,0,18,0,13
10757,0,0,0,0,9,0,0,0,0,0
10758,17,0,0,0,0,0,0,0,0,0
10759,0,0,0,0,0,0,0,0,0,0
10760,0,0,0,5,0,0,0,11,0,15
10761,0,0,0,22,0,0,0,0,0,0
10762,0,0,0,7,0,0,0,0,0,0
10763,0,0,0,0,0,0,0,0,0,0
10764,29,29,29,29,29,29,29,29,29,29
10765,13,11,18,0,25,14,0,10,0,28
10766,0,20,0,0,0,0,0,10,0,0
10767,26,0,0,0,0,29,17,36,0,0
10768,0,0,0,27,0,0,0,0,13,0
10769,0,0,0,0,0,0,0,0,0,0
10770,0,0,12,0,0,0,0,0,0,0
10771,0,0,0,0,0,0,9,15,15,0
10772,23,0,0,4,0,10,21,0,21,11
10773,18,9,20,12,0,18,19,16,10,6
10774,14,14,14,14,14,14,14,14,14,14
10775,42,42,42,42,42,42,42,42,42,42
10776,11,0,0,0,9,6,15,0,7,7
10777,39,39,39,39,39,39,39,39,39,39
10778,0,0,0,0,0,13,0,14,0,12
10779,0,0,0,0,0,0,0,0,0,0
10780,0,0,0,0,0,0,0,0,0,0
10781,33,0,0,0,0,12,0,0,27,21
10782,0,0,0,0,0,0,0,0,0,0
10783,28,0,0,0,25,0,0,10,0,0
10784,43,15,43,0,32,0,0,0,40,10
10785,0,0,0,0,0,0,0,0,0,0
10786,0,0,0,0,8,0,0,0,0,0
10787,0,4,0,0,0,13,0,9,17,11
10788,17,0,0,0,0,13,0,17,41,0
10789,0,0,0,10,0,0,0,0,0,7
10790,0,0,0,0,0,0,0,0,0,0
10791,0,0,0,0,0,0,0,0,0,0
10792,0,0,0,0,0,30,0,0,0,0
10793,8,26,10,26,16,17,27,21,25,18
10794,0,0,0,10,0,0,6,0,0,0
10795,0,0,0,0,0,0,0,0,0,0
10796,0,0,24,0,0,0,0,0,0,41
10797,0,0,0,0,0,0,0,0,0,0
10798,0,0,0,3,0,7,0,0,0,0
10799,0,0,0,0,0,0,0,0,0,0
10800,0,0,28,39,0,0,11,0,0,0
10801,0,0,0,0,0,0,0,0,0,0
10802,0,0,0,0,0,0,0,0,0,0
10803,22,22,22,22,22,22,22,22,22,22
10804,0,0,0,9,0,25,0,0,0,0
10805,0,0,0,0,0,0,0,0,0,0
10806,0,0,0,0,0,0,0,0,0,0
10807,0,0,0,0,0,0,0,0,0,0
10808,0,0,0,0,0,0,0,0,0,0
10809,0,0,0,0,0,0,0,35,0,0
10810,0,0,0,0,0,9,0,0,0,4
10811,28,28,28,28,28,28,28,28,28,28
10812,0,6,12,13,24,13,8,13,7,16
10813,21,0,0,0,19,11,0,0,0,28
10814,0,0,0,0,0,0,0,0,0,0
10815,11,0,0,0,0,0,0,0,0,8
10816,0,19,0,0,0,10,24,15,0,0
10817,0,0,0,0,0,0,0,18,0,0
10818,0,0,0,0,0,0,8,0,0,15
10819,0,0,0,0,0,0,0,0,0,17
10820,0,22,0,0,0,32,8,0,0,15
10821,0,0,0,0,0,0,0,0,0,0
10822,18,18,18,18,18,18,18,18,18,18
10823,0,0,0,17,14,21,7,22,0,0
10824,0,0,30,0,0,0,0,0,0,6
10825,0,0,0,0,0,0,0,0,0,0
10826,0,0,0,0,0,0,0,11,0,0
10827,14,0,0,0,0,0,0,0,17,0
10828,0,0,0,0,20,14,0,0,0,11
10829,10,21,20,11,14,14,0,19,0,38
10830,14,0,17,0,32,0,0,0,17,0
10831,0,0,14,0,0,0,0,25,0,0
10832,0,0,0,0,0,0,0,0,0,0
10833,0,0,12,10,4,0,12,9,0,15
10834,0,0,0,0,12,0,0,13,3,0
10835,0,22,30,23,14,0,0,0,26,0
10836,8,14,0,12,36,0,27,18,20,9
10837,0,0,0,0,0,0,0,0,0,0
10838,0,7,0,8,0,0,0,0,0,11
10839,0,0,0,0,0,0,0,0,0,0
10840,13,6,5,24,0,12,21,7,14,10
10841,0,0,0,0,0,0,0,0,0,0
10842,0,0,0,0,0,0,0,0,0,0
10843,0,0,0,0,0,0,0,0,0,0
10844,15,27,6,21,27,25,20,0,24,8
10845,0,0,15,0,0,0,0,20,11,0
10846,0,16,0,0,0,0,0,0,0,0
10847,0,0,0,0,0,0,0,0,0,0
10848,26,31,18,27,23,13,16,17,0,9
10849,0,16,17,0,0,0,0,32,0,0
10850,0,0,0,5,0,11,0,0,0,0
10851,0,17,0,0,24,0,0,17,0,0
10852,0,0,0,0,0,20,24,19,0,0
10853,0,0,0,19,0,0,16,18,0,0
10854,0,0,24,0,0,0,0,0,0,0
10855,0,0,0,0,0,0,0,0,0,0
10856,0,0,0,0,0,0,0,0,0,0
10857,14,0,0,12,0,30,7,19,10,0
10858,13,0,19,0,0,0,0,0,0,0
10859,17,16,14,13,21,23,8,19,0,31
10860,0,13,0,0,0,0,0,5,0,18
10861,0,11,31,8,21,0,0,0,0,12
10862,31,0,0,0,0,0,0,0,23,0
10863,27,8,18,11,12,21,16,13,15,11
10864,16,16,16,16,16,16,16,16,16,16
10865,13,13,13,13,13,13,13,13,13,13
20001,0,0,0,0,0,0,0,0,0,0
20002,0,0,0,0,0,0,0,0,0,0
20003,0,0,0,0,17,12,0,0,0,4
20004,0,0,0,0,0,0,0,0,0,0
20005,22,22,22,22,22,22,22,22,22,22
20006,21,18,23,25,31,5,7,0,0,19
20007,0,0,0,0,0,0,0,0,0,0
20008,0,0,0,0,0,0,0,0,0,0
20010,0,0,0,0,0,0,0,0,0,0
20011,0,0,0,0,0,0,0,0,0,0
20012,0,0,0,0,0,0,0,0,0,0
20013,0,0,0,0,0,0,0,0,0,0
20014,20,20,20,20,20,20,20,20,20,20
20015,16,16,16,16,16,16,16,16,16,16
20016,0,0,0,0,0,0,0,0,0,0
20017,0,0,0,0,0,0,0,0,0,0
20018,25,25,25,25,25,25,25,25,25,25
20019,12,12,12,12,12,12,12,12,12,12
20021,21,21,21,21,21,21,21,21,21,21
20022,0,0,0,0,0,0,0,0,0,0
20023,25,25,25,25,25,25,25,25,25,25
20024,4,4,4,4,4,4,4,4,4,4
20025,21,21,21,21,21,21,21,21,21,21
20026,0,0,0,0,0,0,0,0,0,0
20029,4,4,4,4,4,4,4,4,4,4
20030,0,0,0,0,0,0,0,0,0,0
20031,0,0,0,0,0,0,0,0,0,0
20032,0,0,0,0,0,0,0,0,0,0
20033,0,0,0,0,0,0,0,0,0,0
20034,10,10,10,10,10,10,10,10,10,10
20035,0,0,0,0,0,0,0,0,0,0
20036,11,11,11,11,11,11,11,11,11,11
20037,9,9,9,9,9,9,9,9,9,9
20038,0,0,0,0,0,0,0,0,0,0
20039,0,0,0,0,0,0,0,0,0,0
20040,0,0,0,0,0,0,0,0,0,0
20041,0,0,0,0,0,0,0,0,0,0
20042,0,0,0,0,0,0,0,0,0,0
20043,0,0,0,0,0,0,0,0,0,0
20044,0,0,0,0,0,0,0,0,0,0
20045,17,17,17,17,17,17,17,17,17,17
20046,13,13,13,13,13,13,13,13,13,13
20047,0,0,0,0,0,0,0,0,0,0
20048,0,0,0,0,0,0,0,0,0,0
20049,0,0,0,0,0,0,0,0,0,0
20050,21,21,21,21,21,21,21,21,21,21
20051,29,29,29,29,29,29,29,29,29,29
20052,0,0,0,0,0,0,0,0,0,0
20054,15,14,0,33,27,0,36,23,44,38
20055,18,18,18,18,18,18,18,18,18,18
20056,18,18,18,18,18,18,18,18,18,18
20057,12,12,12,12,12,12,12,12,12,12
20058,0,0,20,0,0,0,0,0,0,0
20059,0,0,0,0,0,0,0,0,0,0
20060,0,0,0,0,0,0,0,0,0,0
20061,0,0,0,19,0,0,0,0,0,0
20062,0,0,0,0,0,0,0,0,0,0
20063,28,28,28,28,28,28,28,28,28,28
20064,0,0,14,0,0,0,0,0,0,0
20065,20,20,20,20,20,20,20,20,20,20
20066,13,13,13,13,13,13,13,13,13,13
20067,0,0,0,21,0,0,0,0,0,16
40001,28,14,13,20,22,15,16,40,0,15
40002,0,0,0,17,0,0,0,0,0,0
40003,0,0,0,0,0,0,0,0,0,10
40004,15,15,15,15,15,15,15,15,15,15
40005,32,32,32,32,32,32,32,32,32,32
40006,19,19,19,19,19,19,19,19,19,19
40007,18,16,29,5,27,10,15,14,21,24
40008,21,21,21,21,21,21,21,21,21,21
40009,0,0,0,0,0,0,0,0,0,0
40010,0,0,0,0,0,0,0,0,0,0
40011,24,24,24,24,24,24,24,24,24,24
40012,6,0,0,0,0,0,0,0,0,0
40014,0,0,0,30,0,0,0,0,0,0
40015,0,0,0,0,0,0,0,0,0,0
40016,0,18,0,14,0,16,0,0,0,0
40017,0,0,0,0,0,14,10,0,0,0
40018,0,17,0,0,0,0,0,0,0,0
40019,0,0,0,0,0,0,0,0,0,10
40020,13,13,13,13,13,13,13,13,13,13
40021,0,0,0,0,0,0,0,0,0,0
40022,1,1,1,1,1,1,1,1,1,1
40023,0,0,0,0,0,0,0,0,0,0
40024,0,0,0,0,0,0,0,0,0,0
40025,6,0,27,23,7,18,16,12,19,16
40026,27,27,27,27,27,27,27,27,27,27
40027,0,0,0,0,12,0,0,0,0,0
40028,19,19,19,19,19,19,19,19,19,19
40029,0,0,0,0,0,0,0,0,0,0
40030,0,3,0,3,0,0,5,0,0,0
40031,0,0,0,0,0,0,0,0,0,0
40032,0,0,0,0,0,0,0,0,0,0
40033,0,0,0,0,0,0,0,0,0,0
40034,0,0,0,0,0,0,0,0,0,0
40035,15,15,15,15,15,15,15,15,15,15
40036,0,0,0,0,0,0,0,0,0,0
40037,20,20,20,20,20,20,20,23,20,20
40038,5,0,0,0,0,0,0,29,12,0
40039,23,23,23,23,23,23,23,23,23,23
40040,0,0,0,0,7,0,0,0,0,0
40041,0,0,6,0,0,0,0,0,0,23
40042,0,0,0,0,0,0,0,0,0,0
40043,15,12,0,0,9,0,19,0,0,0
40044,0,4,20,0,21,0,12,12,0,0
40045,28,28,28,28,28,28,28,28,28,28
40046,15,15,15,15,15,15,15,15,15,15
40047,0,0,0,0,0,0,0,0,0,0
40048,8,8,8,8,8,8,8,8,8,8
40049,16,14,17,16,36,0,26,23,14,24
40050,2,11,8,7,17,12,5,11,7,29
40051,37,37,37,37,37,37,37,37,37,37
40052,9,15,13,6,24,14,33,10,7,9
40053,14,38,19,18,0,0,0,4,10,9
40054,0,0,0,0,0,0,0,0,0,0
40055,16,0,12,16,0,27,0,15,23,14
40056,12,12,12,12,12,12,12,12,12,12
40057,0,0,18,0,0,0,7,0,0,0
40058,0,12,35,23,26,0,16,12,23,6
40059,0,0,0,0,0,0,0,0,0,0
40060,0,0,0,0,0,0,0,0,18,0
40061,13,0,0,0,0,0,0,0,20,0
40062,25,0,19,0,0,0,2,0,26,0
40063,0,0,0,0,0,0,0,0,0,0
40064,0,0,0,0,0,0,0,0,0,0
40065,0,0,8,0,0,0,0,0,0,0
40066,0,0,0,0,0,0,0,0,0,0
40067,16,16,16,16,16,16,16,16,16,16
40068,29,24,24,24,24,24,24,24,24,24
40069,34,34,34,34,34,34,34,34,34,34
40070,0,0,0,23,0,0,0,0,0,0
40071,18,18,18,18,18,18,18,18,18,18
40072,17,17,17,17,17,17,17,17,17,17
40073,22,19,0,0,0,0,0,15,0,0
40074,10,10,10,10,10,10,10,10,10,10
40075,0,0,0,0,0,0,0,0,0,0
40076,1,16,19,21,13,8,12,3,6,18
40077,0,0,0,0,0,0,0,0,0,0
40078,0,0,0,0,0,0,0,0,0,0
40079,0,0,0,0,0,0,0,0,0,0
40080,10,0,0,0,0,0,0,0,0,10
40081,0,0,0,0,0,0,0,0,0,0
40082,25,25,25,25,25,25,25,25,25,25
40083,0,0,0,0,0,0,0,0,0,0
40084,0,0,0,0,0,0,0,0,0,0
40085,0,0,0,0,0,0,0,0,0,0
40086,0,0,0,0,0,0,0,0,0,0
40087,0,0,0,0,0,0,0,0,0,0
40088,0,0,0,0,0,0,0,0,0,0
40089,0,0,32,20,23,13,25,16,12,0
40090,0,0,0,0,0,0,0,0,0,0
40091,0,14,0,3,12,0,0,0,9,22
40092,0,0,12,0,0,0,0,0,0,0
40093,28,28,28,28,28,28,28,28,28,28
40094,0,0,0,0,0,0,0,0,0,0
40095,0,0,0,0,0,0,0,0,0,0
40096,17,17,17,17,17,17,17,17,17,17
40097,18,18,18,18,18,18,18,18,18,18
40098,0,0,0,0,0,0,0,0,0,0
40099,21,21,21,21,21,21,21,21,21,21
40100,25,25,25,25,25,25,25,25,25,25
40101,12,12,12,12,12,12,12,12,12,12
40102,0,0,0,0,0,0,0,0,0,0
40103,0,7,24,0,0,0,0,8,0,8
40104,0,0,0,0,0,0,0,0,0,0
40105,0,0,0,0,0,0,0,0,0,0
40106,0,0,0,0,0,0,16,0,0,0
40107,15,15,18,15,15,15,15,15,15,15
40108,2,0,0,0,0,0,0,0,0,0
40109,23,3,3,40,3,15,19,3,3,20
40110,16,16,16,16,16,16,16,16,16,16
40111,0,0,0,0,0,0,0,0,0,0
40112,26,0,0,0,0,50,0,0,19,0
40113,11,11,11,11,11,11,11,11,11,11
40114,0,0,0,33,0,0,0,0,0,0
40115,0,0,0,0,0,0,0,0,0,0
40116,17,17,17,17,17,17,17,17,17,17
40117,0,0,0,0,0,0,0,0,0,0
40118,0,0,0,0,0,0,0,0,0,0
40120,0,0,0,0,0,0,0,0,0,0
40121,0,0,0,0,14,0,0,0,0,0
40122,0,0,0,0,0,0,0,0,0,0
40123,0,20,0,0,0,0,0,0,0,0
40124,7,7,7,7,7,7,7,7,7,11
40125,20,0,0,0,0,0,0,0,0,0
40126,7,7,7,7,7,7,7,7,7,7
40127,25,25,25,25,25,25,25,25,25,25
40128,0,0,0,0,0,0,0,0,0,0
40129,0,0,0,0,0,0,0,0,28,0
40130,6,6,6,6,6,6,6,6,6,6
40131,15,15,15,15,15,15,15,15,15,15
40132,0,0,0,0,10,0,3,0,0,0
40133,0,0,0,0,0,0,0,0,0,0
40134,23,23,23,23,23,23,23,23,23,23
40135,0,0,0,0,0,0,0,0,0,0
40136,0,8,0,24,0,0,0,0,0,0
40137,0,0,0,0,0,19,0,0,0,8
40138,0,0,0,0,0,0,0,0,0,36
40139,0,0,0,0,0,0,0,0,0,0
40140,0,0,0,0,0,0,4,0,0,0
40141,0,0,0,24,10,0,0,0,0,0
40142,0,0,0,0,0,0,0,0,0,0
40143,15,15,15,15,15,15,15,15,15,15
40144,6,0,0,0,0,0,0,0,0,0
40145,0,0,15,0,0,0,0,0,0,0
40146,0,0,0,0,0,0,0,0,0,0
40147,4,4,4,4,7,4,16,4,11,4
40148,22,28,18,0,0,0,0,0,0,3
40149,0,0,0,0,0,0,0,0,0,0
40150,0,19,0,0,0,0,0,0,0,0
40151,0,0,0,0,0,0,0,0,0,0
40152,0,0,0,0,0,0,0,0,0,0
40153,0,0,0,0,0,0,0,0,0,0
40154,0,0,0,0,0,0,0,0,0,0
40155,24,15,0,3,0,14,0,0,0,25
40156,32,18,7,16,26,12,20,0,15,7
40157,0,0,0,0,0,0,0,0,0,0
40158,19,19,19,19,19,19,19,19,19,19
40159,0,0,0,0,0,0,24,9,0,11
40160,30,4,4,14,17,30,20,7,14,23
40161,0,0,0,0,0,0,0,0,0,0
40162,14,25,0,12,5,0,38,15,19,30
40163,0,0,0,30,15,0,0,0,11,13
40164,0,0,0,0,0,0,10,0,0,4
40165,0,0,0,0,0,0,0,0,0,0
40166,0,19,0,0,0,0,0,0,0,0
40167,18,18,18,18,18,18,18,18,18,18
40168,15,15,15,15,15,15,15,15,15,15
40169,0,14,0,0,0,0,13,0,0,0
40170,10,0,0,19,0,0,0,0,0,0
40171,0,0,0,0,0,0,0,0,0,0
40172,0,0,0,26,13,0,0,0,0,0
40173,32,32,32,32,32,32,32,32,32,32
40174,0,0,0,0,17,0,0,0,0,4
40175,0,0,0,0,0,0,0,0,0,0
40176,18,18,18,18,18,18,18,18,18,18
40177,27,27,27,27,27,27,27,27,27,27
40178,26,26,26,26,26,26,26,26,26,26
40179,0,0,0,0,0,0,0,0,0,0
40180,0,0,10,0,0,8,18,11,0,4
40181,0,6,0,0,0,0,0,0,0,0
40182,3,3,3,3,3,3,3,3,3,3
40183,0,0,0,0,27,0,0,0,0,0
40184,26,26,26,26,26,26,26,26,26,26
40185,0,0,0,8,0,0,0,0,0,0
40186,24,20,32,46,40,30,42,23,26,14
40187,29,29,29,29,29,29,29,29,29,29
40188,0,0,0,11,0,0,0,0,0,0
40189,0,0,0,0,0,0,0,0,13,0
40190,22,0,13,0,0,22,0,0,0,27
40191,0,0,0,0,0,0,0,0,0,0
40192,0,0,0,0,0,0,0,0,0,0
40193,0,0,0,0,0,0,0,0,0,0
40194,0,0,0,0,0,0,0,0,0,0
40195,15,17,17,0,10,17,21,26,14,13
40196,12,12,12,12,12,12,12,12,12,12
40197,0,0,0,0,0,0,0,0,0,0
40198,9,0,0,29,22,0,0,0,25,0
40199,0,0,0,14,0,0,0,0,0,0
40200,28,28,28,28,28,28,28,28,28,28
40201,33,33,33,33,33,33,33,33,33,33
40202,20,20,20,20,20,20,20,20,20,20
40203,0,0,0,0,12,6,0,0,0,0
40204,0,0,0,0,0,27,7,0,4,0
40205,0,0,0,32,0,0,14,0,25,20
40206,0,0,0,0,0,0,0,0,0,0
40207,0,0,0,0,0,0,0,0,0,0
40208,5,5,5,5,5,5,5,5,5,5
40209,0,0,0,0,0,0,0,0,0,0
40210,0,0,0,0,0,0,0,0,0,0
40211,14,7,10,3,10,9,22,4,0,0
40212,13,6,0,16,7,27,17,16,4,21
40213,0,0,0,0,0,0,0,0,37,11
40214,0,0,0,0,0,0,0,0,0,0
40215,19,19,19,19,19,19,19,19,19,19
40216,0,0,0,0,0,0,0,0,0,0
40217,12,0,2,0,12,0,13,0,0,0
40218,25,0,18,25,0,21,13,0,0,10
40219,12,17,3,0,9,24,7,0,25,0
40220,0,0,0,7,0,0,0,0,0,23
40221,15,15,15,15,15,15,15,15,15,15
40223,26,27,21,4,15,12,24,31,13,13
40224,18,18,18,18,18,18,18,18,18,18
40225,39,0,0,0,0,0,0,0,0,0
40227,0,0,0,0,0,0,0,0,0,0
40228,0,25,0,0,0,0,0,0,11,24
40229,0,0,0,0,0,0,0,0,0,0
40230,3,3,3,3,3,3,3,3,3,3
40231,0,0,0,0,0,0,0,0,0,0
40232,0,0,0,0,0,0,0,0,0,0
40233,0,0,0,0,0,0,0,0,0,0
40234,11,12,10,18,9,0,10,18,10,14
40235,0,0,0,15,10,0,0,25,22,0
40236,21,11,17,14,13,13,13,9,11,6
40237,7,7,7,7,7,7,7,7,7,7
40238,0,0,0,13,19,0,0,0,15,0
40239,14,14,14,14,14,14,14,14,14,14
40240,0,0,0,0,0,0,0,0,0,0
40241,27,18,16,16,16,16,16,16,19,16
40242,13,12,12,12,29,16,12,12,12,12
40243,0,0,0,0,0,0,0,0,0,0
40244,0,0,16,0,0,0,0,0,15,0
40245,0,0,0,0,0,0,0,0,0,0
40246,14,17,0,0,0,0,43,14,20,0
40247,15,0,0,0,0,0,0,0,0,11
40248,0,0,0,0,0,0,0,0,0,0
40249,0,0,0,0,0,0,0,0,0,0
40250,0,0,0,0,0,0,0,0,0,0
40251,0,0,0,0,0,0,0,0,0,0
40252,0,0,0,0,0,0,0,0,0,0
40253,0,0,0,0,0,0,0,0,0,0
40254,10,16,15,0,0,0,15,12,0,30
40255,0,0,12,30,0,0,20,5,16,14
40256,20,0,0,0,0,0,0,20,0,14
40257,0,10,0,11,9,0,0,0,0,11
40258,0,0,0,0,0,0,0,0,0,0
40259,12,12,12,12,12,12,12,12,12,14
40260,17,17,17,17,17,17,17,17,17,17
40261,0,0,0,0,0,0,0,0,0,0
40262,12,0,0,0,0,0,0,20,11,0
40263,15,12,12,12,12,12,12,12,12,12
40264,0,0,0,0,0,0,0,0,0,0
40265,33,0,0,0,0,22,0,0,0,0
40267,0,0,0,0,0,0,0,0,0,0
40268,19,12,16,31,27,20,18,12,22,18
40269,16,21,23,20,19,39,18,11,31,7
40270,0,0,0,0,0,0,0,0,0,0
40271,0,17,9,0,0,34,20,0,39,13
40272,0,0,0,16,0,27,34,0,21,0
40273,0,0,0,0,0,0,0,0,15,0
40274,0,37,42,0,19,0,20,37,25,20
40275,0,0,0,0,0,0,0,0,0,0
40276,21,21,21,21,21,21,21,21,21,21
40277,0,0,0,0,0,0,0,27,0,0
40278,0,0,0,0,0,0,0,0,0,0
40279,0,0,0,0,0,0,0,0,0,0
40280,0,2,12,18,0,28,0,26,0,0
40281,0,0,16,26,12,0,17,0,0,0
40282,39,8,8,15,36,36,20,16,6,30
40283,16,16,16,16,16,16,16,16,16,16
40284,0,12,0,0,0,24,0,11,0,0
40285,21,21,21,21,21,21,21,21,21,21
40286,0,0,0,0,0,0,0,0,0,0
40287,1,1,1,1,1,1,1,1,1,1
40288,0,0,0,0,0,0,0,0,32,0
40289,0,0,0,14,0,0,0,0,0,0
40290,0,0,0,0,0,0,0,0,0,0
40291,0,0,0,22,0,0,0,0,0,0
40292,14,0,0,0,0,0,0,0,0,0
40293,33,33,33,33,33,33,33,33,33,33
40294,37,37,37,37,37,37,37,37,37,37
40295,0,0,0,8,25,0,16,0,0,0
40296,18,0,0,17,0,0,0,0,11,23
